uuid,ipv4,port,accuracy,loss,round,timestamp,session_uuid
d32d0bc2-94f5-42b7-aec2-583b9a3a3c08,localhost,6538,0.9359999895095825,0.2100648730993271,3,2023-05-21 19:09:31.184743,000d635f-2206-4ab3-99b2-bd49a3c75fad
cf890c34-4a36-4df1-b1cc-92f83db335d3,localhost,2072,0.9356666803359985,0.2141103446483612,4,2023-05-21 19:09:34.350749,000d635f-2206-4ab3-99b2-bd49a3c75fad
501a631d-70b5-4711-ac43-af5e08f4fac2,localhost,2541,0.9402777552604675,0.18738172948360443,4,2023-05-21 19:09:34.666761,000d635f-2206-4ab3-99b2-bd49a3c75fad
c3cb635e-e32a-43d9-9dc2-058a8b939e3d,localhost,5497,0.9490000009536743,0.1667793095111847,4,2023-05-21 19:09:34.704776,000d635f-2206-4ab3-99b2-bd49a3c75fad
6932c7be-25b6-4811-aad3-3f03c4bcb17e,localhost,5910,0.9411110877990723,0.17514601349830627,4,2023-05-21 19:09:34.798751,000d635f-2206-4ab3-99b2-bd49a3c75fad
1f7e9da9-3d5c-422c-96cc-a8acc454b312,localhost,4205,0.948888897895813,0.16796372830867767,4,2023-05-21 19:09:35.146744,000d635f-2206-4ab3-99b2-bd49a3c75fad
1f7e9da9-3d5c-422c-96cc-a8acc454b312,localhost,4205,0.9549999833106995,0.16168518364429474,5,2023-05-21 19:09:38.737754,000d635f-2206-4ab3-99b2-bd49a3c75fad
cf890c34-4a36-4df1-b1cc-92f83db335d3,localhost,2072,0.9538888931274414,0.15500742197036743,5,2023-05-21 19:09:38.846749,000d635f-2206-4ab3-99b2-bd49a3c75fad
501a631d-70b5-4711-ac43-af5e08f4fac2,localhost,2541,0.961388885974884,0.13537129759788513,5,2023-05-21 19:09:38.960748,000d635f-2206-4ab3-99b2-bd49a3c75fad
dfad836d-9fbe-4294-a63d-039f0b1c95c1,localhost,8497,0.9480000138282776,0.1799406111240387,5,2023-05-21 19:09:39.141753,000d635f-2206-4ab3-99b2-bd49a3c75fad
dfad836d-9fbe-4294-a63d-039f0b1c95c1,localhost,8497,0.9583333134651184,0.1394922137260437,6,2023-05-21 19:09:43.036768,000d635f-2206-4ab3-99b2-bd49a3c75fad
1f7e9da9-3d5c-422c-96cc-a8acc454b312,localhost,4205,0.9556666612625122,0.15575063228607178,6,2023-05-21 19:09:43.233764,000d635f-2206-4ab3-99b2-bd49a3c75fad
cf890c34-4a36-4df1-b1cc-92f83db335d3,localhost,2072,0.956333339214325,0.14053629338741302,6,2023-05-21 19:09:43.234754,000d635f-2206-4ab3-99b2-bd49a3c75fad
85066c9d-0d65-4e31-92b4-2bf8b617ba6a,localhost,7117,0.9606666564941406,0.1366979032754898,6,2023-05-21 19:09:43.356760,000d635f-2206-4ab3-99b2-bd49a3c75fad
501a631d-70b5-4711-ac43-af5e08f4fac2,localhost,2541,0.9586666822433472,0.15266840159893036,6,2023-05-21 19:09:43.590757,000d635f-2206-4ab3-99b2-bd49a3c75fad
c3cb635e-e32a-43d9-9dc2-058a8b939e3d,localhost,5497,0.9599999785423279,0.14455847442150116,6,2023-05-21 19:09:43.984753,000d635f-2206-4ab3-99b2-bd49a3c75fad
57434da2-6d56-459e-8621-90b950564a43,localhost,3353,0.9523333311080933,0.15763193368911743,6,2023-05-21 19:09:44.502757,000d635f-2206-4ab3-99b2-bd49a3c75fad
d32d0bc2-94f5-42b7-aec2-583b9a3a3c08,localhost,6538,0.9629999995231628,0.12563350796699524,6,2023-05-21 19:09:44.610747,000d635f-2206-4ab3-99b2-bd49a3c75fad
f9411276-cd09-4be3-996b-945b9b8dc85e,localhost,9059,0.9570000171661377,0.1500755399465561,6,2023-05-21 19:09:44.721740,000d635f-2206-4ab3-99b2-bd49a3c75fad
c3cb635e-e32a-43d9-9dc2-058a8b939e3d,localhost,5497,0.9599999785423279,0.1342276781797409,7,2023-05-21 19:09:48.418757,000d635f-2206-4ab3-99b2-bd49a3c75fad
cf890c34-4a36-4df1-b1cc-92f83db335d3,localhost,2072,0.9636666774749756,0.11473926901817322,7,2023-05-21 19:09:48.506742,000d635f-2206-4ab3-99b2-bd49a3c75fad
f9411276-cd09-4be3-996b-945b9b8dc85e,localhost,9059,0.9649999737739563,0.12371130287647247,7,2023-05-21 19:09:48.755750,000d635f-2206-4ab3-99b2-bd49a3c75fad
1f7e9da9-3d5c-422c-96cc-a8acc454b312,localhost,4205,0.9683333039283752,0.10929758846759796,7,2023-05-21 19:09:48.829745,000d635f-2206-4ab3-99b2-bd49a3c75fad
dfad836d-9fbe-4294-a63d-039f0b1c95c1,localhost,8497,0.9613333344459534,0.12686246633529663,7,2023-05-21 19:09:48.893743,000d635f-2206-4ab3-99b2-bd49a3c75fad
501a631d-70b5-4711-ac43-af5e08f4fac2,localhost,2541,0.9549999833106995,0.14618130028247833,7,2023-05-21 19:09:49.214743,000d635f-2206-4ab3-99b2-bd49a3c75fad
6932c7be-25b6-4811-aad3-3f03c4bcb17e,localhost,5910,0.9596666693687439,0.12822672724723816,7,2023-05-21 19:09:49.731733,000d635f-2206-4ab3-99b2-bd49a3c75fad
501a631d-70b5-4711-ac43-af5e08f4fac2,localhost,2541,0.9660000205039978,0.11719309538602829,8,2023-05-21 19:09:52.796745,000d635f-2206-4ab3-99b2-bd49a3c75fad
c3cb635e-e32a-43d9-9dc2-058a8b939e3d,localhost,5497,0.968999981880188,0.10339804738759995,8,2023-05-21 19:09:52.964756,000d635f-2206-4ab3-99b2-bd49a3c75fad
57434da2-6d56-459e-8621-90b950564a43,localhost,3353,0.9683333039283752,0.10508769005537033,8,2023-05-21 19:09:53.461747,000d635f-2206-4ab3-99b2-bd49a3c75fad
cf890c34-4a36-4df1-b1cc-92f83db335d3,localhost,2072,0.9636666774749756,0.12789170444011688,8,2023-05-21 19:09:53.777751,000d635f-2206-4ab3-99b2-bd49a3c75fad
85066c9d-0d65-4e31-92b4-2bf8b617ba6a,localhost,7117,0.9636666774749756,0.12090767174959183,8,2023-05-21 19:09:53.798753,000d635f-2206-4ab3-99b2-bd49a3c75fad
1f7e9da9-3d5c-422c-96cc-a8acc454b312,localhost,4205,0.9639999866485596,0.12051509320735931,8,2023-05-21 19:09:53.908750,000d635f-2206-4ab3-99b2-bd49a3c75fad
dfad836d-9fbe-4294-a63d-039f0b1c95c1,localhost,8497,0.9623333215713501,0.11843758076429367,8,2023-05-21 19:09:54.468740,000d635f-2206-4ab3-99b2-bd49a3c75fad
d32d0bc2-94f5-42b7-aec2-583b9a3a3c08,localhost,6538,0.968666672706604,0.10662224143743515,8,2023-05-21 19:09:54.722738,000d635f-2206-4ab3-99b2-bd49a3c75fad
c3cb635e-e32a-43d9-9dc2-058a8b939e3d,localhost,5497,0.9653333425521851,0.11110007762908936,9,2023-05-21 19:09:58.139757,000d635f-2206-4ab3-99b2-bd49a3c75fad
501a631d-70b5-4711-ac43-af5e08f4fac2,localhost,2541,0.968999981880188,0.09436926990747452,9,2023-05-21 19:09:58.265750,000d635f-2206-4ab3-99b2-bd49a3c75fad
1f7e9da9-3d5c-422c-96cc-a8acc454b312,localhost,4205,0.9693333506584167,0.10209927707910538,9,2023-05-21 19:09:58.303750,000d635f-2206-4ab3-99b2-bd49a3c75fad
57434da2-6d56-459e-8621-90b950564a43,localhost,3353,0.9616666436195374,0.12409280240535736,9,2023-05-21 19:09:58.661759,000d635f-2206-4ab3-99b2-bd49a3c75fad
dfad836d-9fbe-4294-a63d-039f0b1c95c1,localhost,8497,0.968666672706604,0.1075918897986412,9,2023-05-21 19:09:58.677749,000d635f-2206-4ab3-99b2-bd49a3c75fad
cf890c34-4a36-4df1-b1cc-92f83db335d3,localhost,2072,0.9683333039283752,0.10159357637166977,9,2023-05-21 19:09:59.224754,000d635f-2206-4ab3-99b2-bd49a3c75fad
d32d0bc2-94f5-42b7-aec2-583b9a3a3c08,localhost,6538,0.968666672706604,0.10142698884010315,9,2023-05-21 19:09:59.606739,000d635f-2206-4ab3-99b2-bd49a3c75fad
85066c9d-0d65-4e31-92b4-2bf8b617ba6a,localhost,7117,0.9700000286102295,0.10535641759634018,9,2023-05-21 19:09:59.756741,000d635f-2206-4ab3-99b2-bd49a3c75fad
be02866d-88ee-4920-9d43-1b708ec70bcb,localhost,8652,0.7883333563804626,0.6679544448852539,0,2023-05-21 19:51:36.092052,f7ba8079-9c60-4f21-ab92-f4715fa4c1e9
a8871a3b-c15d-482a-b96e-792a22b07e73,localhost,8505,0.7916666865348816,0.6515070199966431,0,2023-05-21 19:51:36.111052,f7ba8079-9c60-4f21-ab92-f4715fa4c1e9
ae600f54-402c-4def-84ca-c1d859dd012e,localhost,8311,0.7803333401679993,0.6880871653556824,0,2023-05-21 19:51:36.123070,f7ba8079-9c60-4f21-ab92-f4715fa4c1e9
f2fb9405-4df3-4e16-bcbd-625d22e6b5c7,localhost,4788,0.7826666831970215,0.6747553944587708,0,2023-05-21 19:51:36.226055,f7ba8079-9c60-4f21-ab92-f4715fa4c1e9
72bbff30-946d-4281-9685-bc6021206f5e,localhost,7206,0.7929999828338623,0.6507371664047241,0,2023-05-21 19:51:38.145048,f7ba8079-9c60-4f21-ab92-f4715fa4c1e9
0572e0ca-8440-4149-9334-9f808236d733,localhost,1215,0.781000018119812,0.692292332649231,0,2023-05-21 19:51:38.158048,f7ba8079-9c60-4f21-ab92-f4715fa4c1e9
e5657c85-807e-4184-abb4-f96ac3261ab7,localhost,5564,0.7960000038146973,0.6681939959526062,0,2023-05-21 19:51:38.201047,f7ba8079-9c60-4f21-ab92-f4715fa4c1e9
95c47c50-1ffd-4017-ac7a-fee1f248d294,localhost,3699,0.7836666703224182,0.6674607992172241,0,2023-05-21 19:51:38.439049,f7ba8079-9c60-4f21-ab92-f4715fa4c1e9
789a67f2-ceb1-4c86-8617-67086fb12be0,localhost,3850,0.7956666946411133,0.6519116163253784,0,2023-05-21 19:51:38.524046,f7ba8079-9c60-4f21-ab92-f4715fa4c1e9
ae600f54-402c-4def-84ca-c1d859dd012e,localhost,8311,0.9133333563804626,0.30793440341949463,1,2023-05-21 19:51:41.945088,f7ba8079-9c60-4f21-ab92-f4715fa4c1e9
f2fb9405-4df3-4e16-bcbd-625d22e6b5c7,localhost,4788,0.8963333368301392,0.3263062834739685,1,2023-05-21 19:51:42.044127,f7ba8079-9c60-4f21-ab92-f4715fa4c1e9
e5657c85-807e-4184-abb4-f96ac3261ab7,localhost,5564,0.890666663646698,0.3372352123260498,1,2023-05-21 19:51:42.550095,f7ba8079-9c60-4f21-ab92-f4715fa4c1e9
a8871a3b-c15d-482a-b96e-792a22b07e73,localhost,8505,0.9056666493415833,0.2964448034763336,1,2023-05-21 19:51:42.558051,f7ba8079-9c60-4f21-ab92-f4715fa4c1e9
72bbff30-946d-4281-9685-bc6021206f5e,localhost,7206,0.8960000276565552,0.3289109468460083,1,2023-05-21 19:51:43.104045,f7ba8079-9c60-4f21-ab92-f4715fa4c1e9
be02866d-88ee-4920-9d43-1b708ec70bcb,localhost,8652,0.9003333449363708,0.3296332061290741,1,2023-05-21 19:51:43.253049,f7ba8079-9c60-4f21-ab92-f4715fa4c1e9
95c47c50-1ffd-4017-ac7a-fee1f248d294,localhost,3699,0.9046666622161865,0.31325870752334595,1,2023-05-21 19:51:43.311043,f7ba8079-9c60-4f21-ab92-f4715fa4c1e9
a8871a3b-c15d-482a-b96e-792a22b07e73,localhost,8505,0.9253333210945129,0.24759183824062347,2,2023-05-21 19:51:46.879057,f7ba8079-9c60-4f21-ab92-f4715fa4c1e9
ae600f54-402c-4def-84ca-c1d859dd012e,localhost,8311,0.9203333258628845,0.2448970377445221,2,2023-05-21 19:51:46.997051,f7ba8079-9c60-4f21-ab92-f4715fa4c1e9
789a67f2-ceb1-4c86-8617-67086fb12be0,localhost,3850,0.9283333420753479,0.23714017868041992,2,2023-05-21 19:51:47.276053,f7ba8079-9c60-4f21-ab92-f4715fa4c1e9
72bbff30-946d-4281-9685-bc6021206f5e,localhost,7206,0.9269999861717224,0.2493639886379242,2,2023-05-21 19:51:47.508059,f7ba8079-9c60-4f21-ab92-f4715fa4c1e9
f2fb9405-4df3-4e16-bcbd-625d22e6b5c7,localhost,4788,0.9256666898727417,0.229676753282547,2,2023-05-21 19:51:47.823060,f7ba8079-9c60-4f21-ab92-f4715fa4c1e9
e5657c85-807e-4184-abb4-f96ac3261ab7,localhost,5564,0.9163333177566528,0.2572188377380371,2,2023-05-21 19:51:47.948071,f7ba8079-9c60-4f21-ab92-f4715fa4c1e9
be02866d-88ee-4920-9d43-1b708ec70bcb,localhost,8652,0.9316666722297668,0.2277740240097046,2,2023-05-21 19:51:48.048053,f7ba8079-9c60-4f21-ab92-f4715fa4c1e9
95c47c50-1ffd-4017-ac7a-fee1f248d294,localhost,3699,0.9296666383743286,0.2338958978652954,2,2023-05-21 19:51:48.597043,f7ba8079-9c60-4f21-ab92-f4715fa4c1e9
0572e0ca-8440-4149-9334-9f808236d733,localhost,1215,0.9176666736602783,0.27135714888572693,2,2023-05-21 19:51:48.655041,f7ba8079-9c60-4f21-ab92-f4715fa4c1e9
8ad1d3df-b30d-41ea-bbd2-3aa671ade574,localhost,6090,0.9190000295639038,0.2690129280090332,2,2023-05-21 19:51:49.637039,f7ba8079-9c60-4f21-ab92-f4715fa4c1e9
f2fb9405-4df3-4e16-bcbd-625d22e6b5c7,localhost,4788,0.9363889098167419,0.1983666718006134,3,2023-05-21 19:51:53.068053,f7ba8079-9c60-4f21-ab92-f4715fa4c1e9
ae600f54-402c-4def-84ca-c1d859dd012e,localhost,8311,0.9469444155693054,0.18034285306930542,3,2023-05-21 19:51:53.137083,f7ba8079-9c60-4f21-ab92-f4715fa4c1e9
be02866d-88ee-4920-9d43-1b708ec70bcb,localhost,8652,0.9427777528762817,0.18128366768360138,3,2023-05-21 19:51:53.224086,f7ba8079-9c60-4f21-ab92-f4715fa4c1e9
72bbff30-946d-4281-9685-bc6021206f5e,localhost,7206,0.9394444227218628,0.20336829125881195,3,2023-05-21 19:51:53.403042,f7ba8079-9c60-4f21-ab92-f4715fa4c1e9
95c47c50-1ffd-4017-ac7a-fee1f248d294,localhost,3699,0.9388889074325562,0.20408517122268677,3,2023-05-21 19:51:53.421041,f7ba8079-9c60-4f21-ab92-f4715fa4c1e9
e5657c85-807e-4184-abb4-f96ac3261ab7,localhost,5564,0.9453333616256714,0.1839398592710495,4,2023-05-21 19:51:56.455049,f7ba8079-9c60-4f21-ab92-f4715fa4c1e9
f2fb9405-4df3-4e16-bcbd-625d22e6b5c7,localhost,4788,0.9472222328186035,0.1709568351507187,4,2023-05-21 19:51:56.800051,f7ba8079-9c60-4f21-ab92-f4715fa4c1e9
0572e0ca-8440-4149-9334-9f808236d733,localhost,1215,0.9524999856948853,0.15887416899204254,4,2023-05-21 19:51:56.843054,f7ba8079-9c60-4f21-ab92-f4715fa4c1e9
789a67f2-ceb1-4c86-8617-67086fb12be0,localhost,3850,0.9527778029441833,0.15324342250823975,4,2023-05-21 19:51:56.916044,f7ba8079-9c60-4f21-ab92-f4715fa4c1e9
a8871a3b-c15d-482a-b96e-792a22b07e73,localhost,8505,0.9441666603088379,0.18934181332588196,4,2023-05-21 19:51:57.106039,f7ba8079-9c60-4f21-ab92-f4715fa4c1e9
f2fb9405-4df3-4e16-bcbd-625d22e6b5c7,localhost,4788,0.9603333473205566,0.1292535960674286,5,2023-05-21 19:52:00.552077,f7ba8079-9c60-4f21-ab92-f4715fa4c1e9
be02866d-88ee-4920-9d43-1b708ec70bcb,localhost,8652,0.9610000252723694,0.139840766787529,5,2023-05-21 19:52:00.653051,f7ba8079-9c60-4f21-ab92-f4715fa4c1e9
95c47c50-1ffd-4017-ac7a-fee1f248d294,localhost,3699,0.9490000009536743,0.16548891365528107,5,2023-05-21 19:52:00.817079,f7ba8079-9c60-4f21-ab92-f4715fa4c1e9
8ad1d3df-b30d-41ea-bbd2-3aa671ade574,localhost,6090,0.956944465637207,0.1483709067106247,5,2023-05-21 19:52:00.835055,f7ba8079-9c60-4f21-ab92-f4715fa4c1e9
789a67f2-ceb1-4c86-8617-67086fb12be0,localhost,3850,0.9563888907432556,0.1533466875553131,5,2023-05-21 19:52:01.085055,f7ba8079-9c60-4f21-ab92-f4715fa4c1e9
a8871a3b-c15d-482a-b96e-792a22b07e73,localhost,8505,0.9508333206176758,0.14874479174613953,5,2023-05-21 19:52:01.514046,f7ba8079-9c60-4f21-ab92-f4715fa4c1e9
0572e0ca-8440-4149-9334-9f808236d733,localhost,1215,0.9623333215713501,0.11063507944345474,6,2023-05-21 19:52:04.563050,f7ba8079-9c60-4f21-ab92-f4715fa4c1e9
e5657c85-807e-4184-abb4-f96ac3261ab7,localhost,5564,0.9593333601951599,0.13333334028720856,6,2023-05-21 19:52:04.616053,f7ba8079-9c60-4f21-ab92-f4715fa4c1e9
95c47c50-1ffd-4017-ac7a-fee1f248d294,localhost,3699,0.9580555558204651,0.13870568573474884,6,2023-05-21 19:52:04.835055,f7ba8079-9c60-4f21-ab92-f4715fa4c1e9
72bbff30-946d-4281-9685-bc6021206f5e,localhost,7206,0.9605555534362793,0.12828600406646729,6,2023-05-21 19:52:05.031044,f7ba8079-9c60-4f21-ab92-f4715fa4c1e9
8ad1d3df-b30d-41ea-bbd2-3aa671ade574,localhost,6090,0.9673333168029785,0.10950722545385361,6,2023-05-21 19:52:05.080043,f7ba8079-9c60-4f21-ab92-f4715fa4c1e9
8ad1d3df-b30d-41ea-bbd2-3aa671ade574,localhost,6090,0.968999981880188,0.10667965561151505,7,2023-05-21 19:52:08.631064,f7ba8079-9c60-4f21-ab92-f4715fa4c1e9
f2fb9405-4df3-4e16-bcbd-625d22e6b5c7,localhost,4788,0.9673333168029785,0.10910524427890778,7,2023-05-21 19:52:08.731065,f7ba8079-9c60-4f21-ab92-f4715fa4c1e9
72bbff30-946d-4281-9685-bc6021206f5e,localhost,7206,0.9676666855812073,0.1161954328417778,7,2023-05-21 19:52:08.810052,f7ba8079-9c60-4f21-ab92-f4715fa4c1e9
95c47c50-1ffd-4017-ac7a-fee1f248d294,localhost,3699,0.9703333377838135,0.101750448346138,7,2023-05-21 19:52:09.298080,f7ba8079-9c60-4f21-ab92-f4715fa4c1e9
